#Wave		#Intensity
2001.248047	36231.839844
2000.278320	36251.890625
1999.308594	36403.445313
1998.338867	36251.761719
1997.369141	36252.949219
1996.398438	36101.343750
1995.428711	36067.492188
1994.458008	36216.437500
1993.487305	36117.484375
1992.516602	36371.492188
1991.545898	36375.152344
1990.574219	36388.816406
1989.603516	36129.789063
1988.631836	36110.972656
1987.660156	36099.664063
1986.688477	36023.347656
1985.715820	36409.550781
1984.744141	36220.722656
1983.771484	36389.332031
1982.798828	36530.394531
1981.826172	35861.984375
1980.853516	36225.390625
1979.880859	36421.347656
1978.907227	36492.386719
1977.933594	36296.277344
1976.959961	36284.941406
1975.986328	36825.136719
1975.012695	36659.011719
1974.039063	36413.109375
1973.064453	36239.625000
1972.089844	36063.710938
1971.115234	36423.937500
1970.140625	36482.386719
1969.166016	36428.652344
1968.190430	36621.652344
1967.215820	36807.109375
1966.240234	36088.175781
1965.264648	36664.714844
1964.289063	36337.046875
1963.312500	36612.054688
1962.336914	36735.105469
1961.360352	36385.187500
1960.383789	36806.871094
1959.407227	36733.250000
1958.430664	36475.562500
1957.454102	36237.859375
1956.476563	36641.855469
1955.499023	37033.277344
1954.521484	37096.410156
1953.543945	36615.171875
1952.566406	36569.000000
1951.587891	36883.132813
1950.610352	36836.929688
1949.631836	37131.027344
1948.653320	36826.519531
1947.674805	37048.507813
1946.696289	36965.066406
1945.716797	36978.453125
1944.737305	36731.257813
1943.758789	37226.035156
1942.779297	36991.285156
1941.798828	36979.847656
1940.819336	37159.371094
1939.838867	37289.234375
1938.859375	37300.058594
1937.878906	36968.828125
1936.898438	37472.863281
1935.916992	37354.800781
1934.936523	37286.324219
1933.955078	36863.675781
1932.974609	37421.855469
1931.993164	37041.417969
1931.010742	37393.890625
1930.029297	37469.023438
1929.047852	37106.097656
1928.065430	37121.863281
1927.083008	37011.457031
1926.100586	37502.132813
1925.118164	37418.898438
1924.135742	37184.867188
1923.152344	37526.921875
1922.168945	37290.476563
1921.185547	37249.343750
1920.202148	37084.679688
1919.218750	37125.117188
1918.235352	37516.277344
1917.250977	37433.144531
1916.266602	37273.500000
1915.282227	37471.863281
1914.297852	37356.691406
1913.313477	37520.417969
1912.328125	37153.605469
1911.343750	37339.511719
1910.358398	37614.144531
1909.373047	37104.472656
1908.387695	37016.597656
1907.401367	37219.648438
1906.416016	37676.500000
1905.429688	37467.812500
1904.443359	37623.859375
1903.457031	37257.593750
1902.470703	37842.187500
1901.483398	37608.988281
1900.497070	37663.945313
1899.509766	36990.203125
1898.522461	37488.281250
1897.535156	37036.285156
1896.546875	37642.437500
1895.559570	37554.652344
1894.571289	37636.605469
1893.583008	37666.886719
1892.594727	37434.074219
1891.606445	37405.378906
1890.618164	37039.964844
1889.628906	37232.515625
1888.639648	37427.453125
1887.650391	37325.078125
1886.661133	37465.890625
1885.671875	37547.718750
1884.682617	37587.777344
1883.692383	37694.101563
1882.702148	37633.484375
1881.711914	37558.164063
1880.721680	37671.792969
1879.731445	37689.707031
1878.740234	37678.183594
1877.749023	37649.492188
1876.757813	37618.363281
1875.766602	37332.292969
1874.775391	37592.890625
1873.784180	37676.957031
1872.791992	37366.523438
1871.799805	37455.496094
1870.807617	37559.132813
1869.815430	37359.074219
1868.823242	37499.414063
1867.830078	37404.699219
1866.837891	37596.375000
1865.844727	37367.082031
1864.851563	37294.453125
