wave,intst
503.89401,2.834686498761007
507.96899,1.644611980470123
512.04106,0.903930235357349
516.11023,0.37391110752720297
520.1765,-0.23750888493562503
524.23987,0.33443218557799737
528.30034,0.08021055084934074
532.35792,0.23728635658986777
536.41261,-0.08703942587802423
540.46441,-0.08832364341332799
544.51333,0.667717220785562
548.55936,1.0229845071488637
552.60252,1.724774751465191
556.64279,2.4391126128353386
560.6802,3.6497980883642516
564.71473,4.069199761322012
568.7464,2.5931750358773455
572.7752,1.4109110103979234
576.80114,0.15286059292081358
580.82422,0.3567738573094608
584.84444,0.7673801944774044
588.86181,0.27162601931966723
592.87633,0.4758172399090928
596.888,0.4948252195231838
600.89682,1.2663721040242337
604.9028,2.0964272608256174
608.90594,3.635714829470297
612.90624,6.048602225856545
616.90371,9.976909283481701
620.89834,14.200860255463825
624.89015,18.235273917854787
628.87913,18.167023524198875
632.86528,13.200433282232622
636.84862,10.387436753579985
640.82913,9.175513049395061
644.80683,8.53340081698335
648.78172,8.79427255427036
652.75379,10.687480362023537
656.72306,11.202047736352561
660.68952,11.92000263984729
664.65319,11.810028043721935
668.61405,13.235080735129674
672.57211,13.557470453861871
676.52738,13.455050151969402
680.47986,14.03232690154294
684.42955,15.17474741922647
688.37646,16.22234868355343
692.32058,17.109440312344795
696.26192,18.426826637824036
700.20048,18.618631972558426
704.13626,20.19690367028705
708.06928,21.8120882210525
711.99952,21.280967682410985
715.927,19.742215178460103
719.85171,18.768140896870605
723.77365,18.90881905958485
727.69284,19.224786341829883
731.60928,18.528946659105667
735.52295,18.467841052452457
739.43388,17.871489021515785
743.34206,18.43783305074432
747.24749,18.3251196619964
751.15017,18.037613818353957
755.05012,17.170360965421608
758.94733,16.956488773494122
762.8418,17.293873977126545
766.73354,17.60482510489371
770.62254,17.222749353092468
774.50882,17.395962333882096
778.39237,17.75816450769891
782.27321,16.61923509321216
786.15132,16.092851391503224
790.02671,15.295854159748544
793.89938,13.846025699936778
797.76935,12.150979074791058
801.6366,11.406253688195203
805.50115,9.86388706994365
809.36299,9.900351752011504
813.22213,9.949888981628373
817.07857,11.155302761677127
820.93231,11.688595170834441
824.78336,12.016363598425718
828.63172,12.82234084757991
832.47738,13.08676064689773
836.32036,12.642548570963406
840.16066,13.391830433997887
843.99827,13.335139109298868
847.8332,13.728875329579127
851.66546,14.110070088001185
855.49504,14.990353401756424
859.32195,15.39881197826425
863.1462,15.822307212942645
866.96777,17.019443995619678
870.78668,18.09739667520219
874.60293,19.903020754451255
878.41652,20.918091585908623
882.22745,20.701209752587417
886.03573,21.453515992376545
889.84136,20.443453762410225
893.64433,19.020103252710708
897.44466,17.856356691128006
901.24235,16.459395256026053
905.0374,15.70211838894156
908.8298,15.283462013991546
912.61957,14.047764392789649
916.40671,13.41079866173326
920.19121,12.58517046393993
923.97308,12.351747341266194
927.75233,10.535850044501675
931.52895,9.574872427578878
935.30295,9.766536274769562
939.07433,8.324765186036922
942.84309,7.0857172021224715
946.60924,6.728738074319803
950.37278,6.205568510830026
954.13371,4.9041546048058775
957.89203,4.485474142140897
961.64774,3.5241724392780776
965.40086,2.353007709734615
969.15137,1.1599948478113336
972.89929,0.19475556503489821
976.64461,-0.4606870266008339
980.38733,-0.5814312905504642
984.12747,-0.5552516874674308
987.86502,0.623750904723928
991.59999,2.836418924824194
995.33237,7.844251752103077
999.06217,12.211309806856564
1002.78939,8.973420241105718
1006.51404,5.588652478411816
1010.23611,3.705571543682082
1013.95561,3.179745370203293
1017.67255,3.480728302742373
1021.38692,4.177774763082539
1025.09872,5.195076728264509
1028.80796,7.754620259928163
1032.51465,12.36285156164492
1036.21877,19.477343041443966
1039.92035,22.84711017574605
1043.61937,15.250388703118393
1047.31584,8.960030885128534
1051.00976,7.688901790046772
1054.70114,7.250196226720702
1058.38998,7.392993782647601
1062.07627,7.8581313300531335
1065.76003,8.35661522176113
1069.44126,8.21406524048976
1073.11995,8.452618873465736
1076.79611,8.42394670650884
1080.46974,8.202267826332836
1084.14085,7.201492215425889
1087.80943,6.592998075993392
1091.47549,6.128488527181824
1095.13903,5.346340373
1098.80005,4.99001636889778
1102.45857,5.135683843681574
1106.11456,5.266499993444184
1109.76805,5.231976545564849
1113.41903,6.77432855483235
1117.06751,9.256093046102684
1120.71348,12.65695401139877
1124.35696,12.357869001086764
1127.99793,9.133449692567275
1131.63641,8.04783453512013
1135.2724,5.341672518219344
1138.90589,4.122281552156589
1142.5369,3.039203682111942
1146.16542,2.797220625026643
1149.79145,1.734766135996093
1153.415,0.38583044119655996
1157.03607,-0.026706754961901065
1160.65467,0.17781229460841075
1164.27079,0.0794103572030537
1167.88443,0.026681218792255674
1171.49561,0.7294877461566117
1175.10432,1.4672155046594395
1178.71056,3.207502566525317
1182.31434,5.4252867801649876
1185.91565,6.182170501285572
1189.51451,7.038801200225458
1193.11091,7.625029852493234
1196.70485,7.971974097395275
1200.29634,7.902494102114598
1203.88538,7.611509703257535
1207.47197,8.093301683356561
1211.05612,7.975797182262971
1214.63782,8.820886862182727
1218.21708,9.846329382394297
1221.79391,10.26606858035749
1225.36829,11.617852248947713
1228.94024,14.78735886004491
1232.50976,19.59422906029393
1236.07685,20.74444638483341
1239.6415,18.89636877946212
1243.20374,18.895014110652983
1246.76355,19.143488553457335
1250.32093,19.150922934814645
1253.8759,19.6092979846464
1257.42845,21.02899976482408
1260.97859,21.775010037924243
1264.52631,21.214842687337104
1268.07163,21.869019840947086
1271.61453,22.245357540396174
1275.15503,22.026267304579683
1278.69312,23.7182799372325
1282.22882,25.90029951549146
1285.76211,29.72900025762871
1289.29301,30.274699604978217
1292.82151,28.182310694843412
1296.34761,26.86816787900919
1299.87133,27.480661796338
1303.39266,27.902144314819903
1306.9116,29.687341436999205
1310.42815,29.68621067732715
1313.94233,29.59759211821282
1317.45412,28.703811876712336
1320.96354,28.006555442174893
1324.47058,26.820518821265292
1327.97525,25.190551775183053
1331.47754,24.31642013250976
1334.97747,23.726139557449837
1338.47502,22.708356962309935
1341.97022,22.086319245884123
1345.46305,21.312476976200504
1348.95352,21.801818254706543
1352.44163,23.008059745399922
1355.92738,23.108726614158478
1359.41078,23.373407093049877
1362.89183,22.136451512092766
1366.37053,20.135385639843115
1369.84688,19.43535579338509
1373.32088,18.061510478395927
1376.79254,17.04027093823561
1380.26186,15.385363627235877
1383.72883,14.260360638559833
1387.19347,13.29868046656456
1390.65578,12.484223705185078
1394.11575,13.561532570103772
1397.57339,14.823728211996762
1401.0287,17.003305185124987
1404.48168,18.86959259615396
1407.93234,18.922723204306962
1411.38068,16.97712634804544
1414.82669,13.874544700143566
1418.27039,12.306892311527202
1421.71177,10.514033307011667
1425.15083,8.391084404436812
1428.58758,6.065558715951666
1432.02203,5.056731782034354
1435.45416,4.071198090095635
1438.88399,3.289856170577603
1442.31151,2.8301317933495045
1445.73673,2.2437567237319263
1449.15965,2.1967697040321092
1452.58027,1.5952317236264841
1455.9986,-0.24016981982249058
1459.41463,-0.7144375918724108
1462.82837,-0.6998506324797211
1466.23982,-0.43755090710825273
1469.64898,1.075155142723446
1473.05586,2.08416101640933
1476.46045,3.5801463563320417
1479.86276,5.136671087523231
1483.26279,7.186999718140301
1486.66054,9.577751040349101
1490.05602,11.365087518883344
1493.44922,14.01026976615974
1496.84016,16.192988804747102
1500.22882,17.43104754755216
1503.61521,17.461947053919882
1506.99934,16.785107722562103
1510.38121,15.794566692395083
1513.76081,14.925008594172098
1517.13816,13.855574096681455
1520.51324,14.354938310008711
1523.88607,15.14734158467895
1527.25665,15.711318737351325
1530.62498,17.31207908452193
1533.99105,19.348172205659314
1537.35488,20.134979118879272
1540.71647,21.347886013613998
1544.07581,22.5213310185029
1547.4329,23.177057338626096
1550.78776,23.322525144243496
1554.14038,23.282021894757378
1557.49077,23.951264749343565
1560.83892,24.400574429480578
1564.18484,24.792969739678803
1567.52853,24.966389096292136
1570.86999,24.677499382316398
1574.20922,24.56486990634788
1577.54624,24.580082894445468
1580.88103,24.46455829238652
1584.2136,25.64098176709127
1587.54395,26.447589875484766
1590.87208,27.487375892747732
1594.19801,28.089676618589262
1597.52172,27.651124289333413
1600.84321,26.337868358766002
1604.16251,25.409384608657714
1607.47959,23.994982699638914
1610.79447,23.309678827778395
1614.10715,21.761496978000892
1617.41763,20.995278138009784
1620.7259,20.38601334504238
1624.03199,19.889002151213706
1627.33587,19.862074601920394
1630.63757,19.951305298124613
1633.93707,21.036410018211388
1637.23439,22.165983629549967
1640.52951,23.831150718420997
1643.82246,25.62588290764834
1647.11321,28.20064952973247
1650.40179,30.734163561911924
1653.68819,29.283857745580683
1656.97241,25.68048771803493
1660.25446,21.931306603526888
1663.53433,18.507684078046477
1666.81203,16.583201650263824
1670.08756,15.566351139004201
1673.36092,14.612280788282042
1676.63211,13.99168425605989
1679.90115,13.528895967782823
1683.16801,12.348557913096137
1686.43272,11.937842012111131
1689.69527,11.578196304725365
1692.95567,9.81582131102184
1696.2139,8.758178149639456
1699.46999,7.879703016929506
1702.72392,7.021172469580132
1705.97571,7.145894112822226
1709.22535,7.083198883820931
1712.47284,6.9024095325633725
1715.71819,6.941412284497785
1718.96139,6.5272920023189815
1722.20246,6.509665767355667
1725.44139,5.945762499645427
1728.67818,4.7582009972377115
1731.91284,4.8340378232747465
1735.14537,3.975878691083164
1738.37576,3.5221962032312093
1741.60403,2.800028547800575
1744.83017,2.1662496272086478
1748.05418,1.8336010953135204
1751.27607,1.3081529687500617
1754.49584,1.379145192811247
1757.71349,1.5405752409122966
1760.92903,1.209611112187295
1764.14244,1.209131314592447
1767.35375,1.2134394527244796
1770.56294,1.1990581819285926
1773.77002,2.054253322345903
1776.97499,1.7815738471928015
1780.17785,1.9715029833514044
1783.37861,1.3510299489352047
1786.57727,1.3144439148589127
1789.77382,0.809683523935798
1792.96828,0.8132578398982462
1796.16064,-0.258324765759365
1799.3509,-0.059032488032151754
